fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
DET,OAK,-1.5,1.5,0.452,0.561,+121,-128,0,2025-08-26T22:05:00-04:00,OAK +1.5,2025-08-26T16:40:42.591+00:00
LAD,CIN,-1.5,1.5,0.455,0.571,+120,-133,0,2025-08-26T22:10:00-04:00,LAD -1.5,2025-08-26T16:38:25.292+00:00
KAN,CWS,-1.5,1.5,0.41,0.621,+144,-164,0,2025-08-26T19:40:00-04:00,CWS +1.5,2025-08-26T16:42:18.544+00:00
NYY,WAS,-1.5,1.5,0.448,0.56,+123,-127,0,2025-08-26T19:05:00-04:00,NYY -1.5,2025-08-26T16:31:54.316+00:00
ATL,MIA,-1.5,1.5,0.422,0.597,+137,-148,0,2025-08-26T18:40:00-04:00,MIA +1.5,2025-08-26T16:39:11.543+00:00
CLE,TB,-1.5,1.5,0.355,0.676,+182,-209,1,2025-08-26T18:40:00-04:00,CLE -1.5,2025-08-26T16:30:08.903+00:00
MIL,ARI,-1.5,1.5,0.398,0.612,+151,-158,1,2025-08-26T19:40:00-04:00,MIL -1.5,2025-08-26T16:34:46.907+00:00
TOR,MIN,-1.5,1.5,0.459,0.571,+118,-133,1,2025-08-26T19:07:00-04:00,TOR -1.5,2025-08-26T16:44:29.576+00:00
PHI,NYM,-1.5,1.5,0.392,0.634,+155,-173,0,2025-08-26T19:10:00-04:00,NYM +1.5,2025-08-26T16:38:14.341+00:00
HOU,COL,-1.5,1.5,0.617,0.395,-161,+153,1,2025-08-26T20:10:00-04:00,HOU -1.5,2025-08-26T16:45:00.091+00:00
BOS,BAL,-1.5,1.5,0.397,0.623,+152,-165,0,2025-08-26T18:35:00-04:00,BAL +1.5,2025-08-26T16:42:42.051+00:00
TEX,LAA,-1.5,1.5,0.334,0.696,+199,-229,1,2025-08-26T20:05:00-04:00,TEX -1.5,2025-08-26T16:38:25.292+00:00
STL,PIT,-1.5,1.5,0.364,0.655,+175,-190,0,2025-08-26T19:45:00-04:00,STL -1.5,2025-08-26T16:13:49.153+00:00
SEA,SD,-1.5,1.5,0.353,0.674,+183,-207,1,2025-08-26T21:40:00-04:00,SEA -1.5,2025-08-26T16:11:22.24+00:00
CHC,SF,-1.5,1.5,0.439,0.578,+128,-137,0,2025-08-26T21:45:00-04:00,SF +1.5,2025-08-26T16:45:37.186+00:00
